time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-09-06T04:56:57.313Z,-26.6517,-177.2754,147.13,4.6,mb,,137,2.647,0.94,us,us7000fb1i,2021-09-16T04:13:57.040Z,"south of the Fiji Islands",earthquake,12.6,6,0.107,26,reviewed,us,us
2021-09-06T04:32:06.569Z,-28.376,-12.6841,10,5.2,mww,,46,13.923,0.72,us,us7000f8fb,2021-09-22T03:47:16.040Z,"southern Mid-Atlantic Ridge",earthquake,10.6,1.8,0.098,10,reviewed,us,us
2021-09-06T03:42:05.266Z,45.6884,151.872,10,4.6,mb,,136,6.774,0.88,us,us7000fb1m,2021-09-15T22:11:02.040Z,"Kuril Islands",earthquake,5.2,1.9,0.109,25,reviewed,us,us
2021-09-06T03:16:51.972Z,0.3576,125.8895,36.9,4.6,mb,,80,1.533,0.77,us,us7000fb1f,2021-09-15T21:06:11.040Z,"151 km SE of Tondano, Indonesia",earthquake,9.7,7.7,0.165,11,reviewed,us,us
2021-09-05T21:27:51.422Z,35.9687,27.4849,10,4.6,mb,,79,0.496,0.83,us,us7000f8cs,2021-10-01T04:45:52.689Z,"44 km SW of Émponas, Greece",earthquake,5.2,1.9,0.072,57,reviewed,us,us
2021-09-05T21:26:29.469Z,-15.8687,-173.1814,35,4.5,mb,,124,2.372,0.73,us,us7000fath,2021-10-01T04:33:08.040Z,"66 km E of Hihifo, Tonga",earthquake,12.5,2,0.132,17,reviewed,us,us
2021-09-05T21:00:43.064Z,-59.4316,-25.89,35,4.9,mb,,61,9.503,0.6,us,us7000f8cf,2021-10-01T04:35:58.040Z,"South Sandwich Islands region",earthquake,12.3,2,0.088,40,reviewed,us,us
2021-09-05T20:41:52.607Z,-28.7715,-176.7495,54.55,4.7,mb,,95,1.135,0.63,us,us7000fatl,2021-09-18T19:25:30.040Z,"Kermadec Islands region",earthquake,13.5,8.7,0.147,14,reviewed,us,us
2021-09-05T17:51:44.992Z,-22.0299,-174.5462,10,5.9,mww,,26,7.805,1.37,us,us7000f8bb,2021-09-08T01:49:39.040Z,"87 km SSE of ‘Ohonua, Tonga",earthquake,7.3,1.7,0.068,21,reviewed,us,us
2021-09-05T16:10:30.051Z,13.2997,120.0101,10,4.5,mb,,124,14.642,0.59,us,us7000fata,2021-09-13T19:36:14.040Z,"48 km WSW of Harrison, Philippines",earthquake,17,1.9,0.204,9,reviewed,us,us
2021-09-05T15:23:13.732Z,4.1856,126.8558,60.95,4.6,mb,,83,3.134,1.01,us,us7000f8ag,2021-09-13T19:13:11.040Z,"204 km SE of Sarangani, Philippines",earthquake,7.9,7.3,0.072,58,reviewed,us,us
2021-09-05T13:56:25.093Z,-22.2235,170.181,10,4.8,mb,,104,2.559,0.77,us,us7000fat5,2021-09-13T19:05:34.040Z,"249 km ESE of Tadine, New Caledonia",earthquake,10,1.9,0.278,8,reviewed,us,us
2021-09-05T13:49:20.014Z,-29.7198,-177.1317,18.06,4.6,mb,,103,0.825,0.73,us,us7000fat4,2021-09-13T18:56:28.040Z,"Kermadec Islands, New Zealand",earthquake,8.4,5,0.157,12,reviewed,us,us
2021-09-05T13:47:45.776Z,-58.6473,-24.9743,35,4.6,mb,,68,7.728,0.57,us,us7000f89t,2021-09-13T18:37:12.040Z,"South Sandwich Islands region",earthquake,10.3,1.6,0.092,35,reviewed,us,us
2021-09-05T12:52:22.943Z,-14.7385,167.8755,37.66,4.8,mb,,102,6.716,0.63,us,us7000f89g,2021-09-26T05:57:09.040Z,"92 km ENE of Port-Olry, Vanuatu",earthquake,8.2,6.2,0.037,230,reviewed,us,us
2021-09-05T12:16:55.892Z,-2.5993,127.5086,35,4.7,mb,,74,3.351,0.58,us,us7000f892,2021-09-26T06:05:01.040Z,"142 km NNW of Ambon, Indonesia",earthquake,5.6,2,0.087,40,reviewed,us,us
2021-09-05T10:51:57.937Z,-24.1072,-67.3896,217.18,4.5,mb,,95,1.359,0.71,us,us7000f88e,2021-09-26T07:07:44.471Z,"109 km W of San Antonio de los Cobres, Argentina",earthquake,6.4,8.4,0.163,11,reviewed,us,us
2021-09-05T10:29:00.935Z,-59.2899,-25.2582,10,5,mb,,70,9.853,0.54,us,us7000f87s,2021-09-26T07:12:59.040Z,"South Sandwich Islands region",earthquake,6.9,1.8,0.062,82,reviewed,us,us
2021-09-05T10:17:57.754Z,-58.5773,-25.0818,35,4.7,mb,,70,15.963,0.45,us,us7000f87p,2021-09-26T09:01:51.040Z,"South Sandwich Islands region",earthquake,5.9,2,0.087,40,reviewed,us,us
2021-09-05T09:59:03.839Z,-58.718,-25.1826,25.64,5.6,mww,,70,10.071,0.67,us,us7000f875,2021-09-26T09:13:43.835Z,"South Sandwich Islands region",earthquake,9.8,4.1,0.059,28,reviewed,us,us
2021-09-05T09:00:26.018Z,9.8614,122.0354,35,4.6,mb,,97,4.47,0.67,us,us7000f86y,2021-09-26T09:16:41.777Z,"40 km W of Bulata, Philippines",earthquake,7.6,1.6,0.057,93,reviewed,us,us
2021-09-05T08:42:14.044Z,20.3398,-109.1508,10,5.5,mww,,127,7.302,0.7,us,us7000f86s,2021-09-10T20:00:29.296Z,"293 km SSE of Cabo San Lucas, Mexico",earthquake,9.5,1.9,0.057,30,reviewed,us,us
2021-09-05T05:48:59.275Z,41.2635,142.5583,48.51,4.6,mb,,124,0.874,0.42,us,us7000f85x,2021-10-02T11:52:08.280Z,"112 km E of Mutsu, Japan",earthquake,6.6,6.3,0.047,132,reviewed,us,us
2021-09-05T05:26:34.931Z,-56.781,-25.6537,18.01,5.5,mww,,69,6.639,0.57,us,us7000f85q,2021-10-02T12:13:32.500Z,"South Sandwich Islands region",earthquake,9.9,4,0.06,27,reviewed,us,us
2021-09-05T05:09:21.096Z,-32.1032,-179.7881,233.08,5.2,mww,,72,3.257,0.85,us,us7000f85f,2021-10-02T11:13:04.040Z,"south of the Kermadec Islands",earthquake,10.1,5,0.08,15,reviewed,us,us
2021-09-05T03:08:44.989Z,12.8524,145.054,10,4.9,mb,,89,14.365,0.63,us,us7000f83q,2021-10-01T23:15:52.170Z,"57 km SE of Inarajan Village, Guam",earthquake,13.5,1.9,0.054,109,reviewed,us,us
2021-09-05T02:03:22.017Z,-58.6072,-23.9393,10,4.9,mb,,57,8.187,0.77,us,us7000f82y,2021-10-01T23:11:09.040Z,"South Sandwich Islands region",earthquake,7.7,1.6,0.088,41,reviewed,us,us
2021-09-05T01:40:12.152Z,-2.0443,99.68,35,4.9,mb,,118,2.718,1.05,us,us7000f82k,2021-10-01T23:03:23.040Z,"142 km SSW of Padang, Indonesia",earthquake,9.2,2,0.091,40,reviewed,us,us
2021-09-05T01:00:57.856Z,17.4235,145.5904,10,4.5,mb,,120,16.281,0.82,us,us7000fatn,2021-09-15T01:59:13.040Z,"245 km N of Saipan, Northern Mariana Islands",earthquake,11.5,1.8,0.144,16,reviewed,us,us
2021-09-04T23:41:38.413Z,-5.4895,154.2205,165.8,4.9,mb,,98,2.421,0.51,us,us7000f81y,2021-09-23T23:14:13.040Z,"167 km WNW of Panguna, Papua New Guinea",earthquake,8.7,7,0.072,61,reviewed,us,us
2021-09-04T23:31:55.283Z,-59.4569,-26.0002,35,4.6,mb,,69,9.442,0.99,us,us7000f81v,2021-09-23T22:33:55.040Z,"South Sandwich Islands region",earthquake,7.3,1.9,0.091,36,reviewed,us,us
2021-09-04T23:03:08.612Z,12.2627,144.3384,7.66,5.2,mww,,32,14.528,0.66,us,us7000f81r,2021-09-29T23:13:13.929Z,"Guam region",earthquake,9.4,3.5,0.069,20,reviewed,us,us
2021-09-04T21:53:34.184Z,-24.3888,-115.7343,10,4.6,mb,,89,43.634,0.51,us,us7000fa1w,2021-09-21T23:08:21.040Z,"southern East Pacific Rise",earthquake,11,1.9,0.137,16,reviewed,us,us
2021-09-04T20:16:05.245Z,-15.1373,-173.6218,10,4.6,mb,,124,2.159,0.55,us,us7000fa1n,2021-09-19T03:51:56.040Z,"92 km NNE of Hihifo, Tonga",earthquake,13.6,1.9,0.094,34,reviewed,us,us
2021-09-04T18:43:40.055Z,-6.3971,154.9216,61.7,5.4,mww,,22,3.513,0.65,us,us7000f7zj,2021-09-30T20:22:01.527Z,"62 km W of Panguna, Papua New Guinea",earthquake,7.8,3.3,0.078,16,reviewed,us,us
2021-09-04T17:55:25.265Z,37.7386,77.9582,10,4.5,mb,,97,3.592,0.65,us,us7000fa1t,2021-09-29T17:52:43.040Z,"87 km NW of Zangguy, China",earthquake,8.9,1.9,0.101,35,reviewed,us,us
2021-09-04T17:52:06.665Z,37.7135,77.9281,10,4.6,mwr,,76,3.622,0.61,us,us7000f7zb,2021-09-29T17:38:14.040Z,"88 km WNW of Zangguy, China",earthquake,7.1,1.9,0.089,12,reviewed,us,us
2021-09-04T17:11:24.206Z,-58.2147,-23.7523,10,4.5,mb,,88,8.109,0.59,us,us7000fa1r,2021-09-29T17:02:55.040Z,"South Sandwich Islands region",earthquake,6.9,2,0.18,12,reviewed,us,us
2021-09-04T16:38:29.421Z,-58.7079,-25.3134,27.58,4.5,mb,,97,7.605,1.13,us,us7000fa1h,2021-09-13T15:15:57.040Z,"South Sandwich Islands region",earthquake,8.9,7.3,0.116,22,reviewed,us,us
2021-09-04T16:13:10.389Z,-59.0885,-25.7481,69.6,5.1,mb,,111,7.622,0.96,us,us7000f7yd,2021-09-04T16:25:49.040Z,"South Sandwich Islands region",earthquake,13.6,10.6,0.081,50,reviewed,us,us
2021-09-04T15:52:50.669Z,-0.0933,124.3766,63.42,4.7,mb,,75,1.86,1.33,us,us7000f7y6,2021-09-04T16:18:02.040Z,"162 km ESE of Gorontalo, Indonesia",earthquake,7.1,8.3,0.089,38,reviewed,us,us
2021-09-04T14:41:44.734Z,-28.8419,-176.9158,46.46,4.7,mb,,96,0.973,0.77,us,us7000fa1f,2021-09-13T15:24:27.040Z,"Kermadec Islands region",earthquake,5.1,9.4,0.159,12,reviewed,us,us
2021-09-04T13:55:55.515Z,-58.0937,-25.3993,39.2,4.7,mb,,114,19.385,1.01,us,us7000f7xi,2021-09-04T14:22:46.040Z,"South Sandwich Islands region",earthquake,14.5,8.3,0.11,25,reviewed,us,us
2021-09-04T12:05:15.767Z,26.5115,96.5587,97.98,4.5,mb,,69,3.055,0.46,us,us7000f7wc,2021-10-01T10:44:49.040Z,"42 km NW of Sarupathar, India",earthquake,9.2,3.9,0.067,65,reviewed,us,us
2021-09-04T09:41:38.801Z,24.1888,142.8679,10,4.6,mb,,99,12.95,0.53,us,us7000fa1a,2021-09-30T11:34:15.040Z,"Volcano Islands, Japan region",earthquake,10.2,1.9,0.067,68,reviewed,us,us
2021-09-04T07:53:47.064Z,-17.2443,167.766,10,5.1,mww,,142,1.867,0.54,us,us7000f7uh,2021-09-22T06:32:13.040Z,"79 km NW of Port-Vila, Vanuatu",earthquake,8.9,1.9,0.083,14,reviewed,us,us
2021-09-04T07:46:20.293Z,-59.0288,-25.6471,56.65,4.7,mb,,69,9.741,0.7,us,us7000fa19,2021-09-22T06:28:25.040Z,"South Sandwich Islands region",earthquake,11.8,8.8,0.108,26,reviewed,us,us
2021-09-04T07:44:28.905Z,-58.9778,-25.536,43.51,4.9,mb,,69,9.812,0.64,us,us7000f7ug,2021-09-22T06:24:51.040Z,"South Sandwich Islands region",earthquake,11.2,8.2,0.093,36,reviewed,us,us
2021-09-04T07:29:02.581Z,-9.4114,113.0671,50.95,4.9,mb,,90,1.422,0.54,us,us7000f7u8,2021-09-22T06:17:47.609Z,"129 km SSW of Kencong, Indonesia",earthquake,8.4,7.1,0.112,25,reviewed,us,us
2021-09-04T04:54:24.675Z,-39.9634,176.6484,17.37,4.9,mb,,100,0.778,1.13,us,us7000f7su,2021-10-01T22:51:19.099Z,"40 km SSW of Hastings, New Zealand",earthquake,5.5,2.8,0.113,29,reviewed,us,us
2021-09-04T03:46:06.345Z,3.6821,128.794,10,4.8,mb,,81,3.223,1.07,us,us7000f7sh,2021-10-01T22:43:08.040Z,"232 km NNE of Tobelo, Indonesia",earthquake,5.6,1.8,0.077,57,reviewed,us,us
2021-09-04T02:15:12.790Z,-22.4263,-179.5159,576,4.6,mb,,66,5.187,0.92,us,us7000f7rl,2021-10-01T22:40:56.040Z,"south of the Fiji Islands",earthquake,10.8,5.7,0.033,272,reviewed,us,us
2021-09-04T01:57:32.736Z,-59.6862,-25.6356,10,4.5,mb,,179,15.1,0.45,us,us7000fa18,2021-09-10T22:39:31.040Z,"South Sandwich Islands region",earthquake,12,2,0.204,12,reviewed,us,us
2021-09-04T01:54:08.756Z,37.7236,77.9238,10,4.8,mb,,95,3.613,1.18,us,us7000f7rd,2021-10-01T22:21:24.040Z,"89 km WNW of Zangguy, China",earthquake,6.9,1.6,0.081,50,reviewed,us,us
2021-09-04T01:39:06.654Z,37.7198,77.9128,10,4.5,mb,,98,3.619,1.21,us,us7000fa11,2021-09-10T22:07:19.040Z,"89 km WNW of Zangguy, China",earthquake,8.9,1.9,0.164,14,reviewed,us,us
2021-09-04T01:28:02.881Z,37.6047,77.9615,10,4.6,mb,,112,3.72,1.01,us,us7000f7r8,2021-09-24T21:21:09.040Z,"79 km WNW of Zangguy, China",earthquake,9.3,1.7,0.1,32,reviewed,us,us
2021-09-03T23:20:23.548Z,-30.2242,-177.3941,6.53,4.5,mb,,131,1.062,0.56,us,us7000f9z8,2021-09-26T03:02:18.040Z,"Kermadec Islands, New Zealand",earthquake,12.5,5.4,0.135,16,reviewed,us,us
2021-09-03T21:23:21.319Z,12.9986,124.1572,33.72,4.5,mb,,131,11.46,0.44,us,us7000f9z6,2021-09-25T21:07:39.040Z,"2 km NE of Bagacay, Philippines",earthquake,9.1,6.1,0.131,17,reviewed,us,us
2021-09-03T18:14:57.049Z,-58.6382,-25.4599,26.34,4.5,mb,,82,7.504,0.81,us,us7000f7ky,2021-09-28T18:50:47.040Z,"South Sandwich Islands region",earthquake,11.2,3,0.115,25,reviewed,us,us
2021-09-03T17:52:54.632Z,-28.4582,-177.9069,10,4.5,mb,,188,0.784,0.73,us,us7000f9z3,2021-09-28T18:46:12.040Z,"Kermadec Islands region",earthquake,9.1,1.9,0.135,18,reviewed,us,us
2021-09-03T16:50:32.885Z,-57.8637,-24.7471,38.9,4.7,mb,,186,7.483,0.74,us,us7000f7kl,2021-09-03T20:46:20.040Z,"South Sandwich Islands region",earthquake,14.6,10.1,0.102,31,reviewed,us,us
2021-09-03T16:47:39.156Z,-53.0171,23.044,10,4.6,mb,,149,19.672,0.69,us,us7000f9z1,2021-09-13T15:27:37.040Z,"south of Africa",earthquake,7.2,2,0.137,16,reviewed,us,us
2021-09-03T15:24:18.755Z,20.7456,144.906,147.2,4.6,mb,,99,6.793,1.38,us,us7000f7hv,2021-09-03T15:36:40.040Z,"Maug Islands region, Northern Mariana Islands",earthquake,5.5,10.3,0.093,35,reviewed,us,us
2021-09-03T13:30:39.390Z,28.1266,104.9834,10,5,mb,,47,4.487,0.71,us,us7000f7g2,2021-09-26T11:07:31.401Z,"44 km SE of Xunchang, China",earthquake,8.2,1.9,0.056,102,reviewed,us,us
2021-09-03T10:14:26.398Z,49.4723,146.9881,581.74,5.8,mww,,36,3.783,0.66,us,us7000f7en,2021-09-04T10:18:04.791Z,"284 km E of Poronaysk, Russia",earthquake,8.9,4.5,0.055,32,reviewed,us,us
2021-09-03T08:44:43.453Z,-24.5538,-115.8544,10,4.5,mb,,85,12.946,0.67,us,us7000f9yp,2021-09-22T06:00:16.040Z,"southern East Pacific Rise",earthquake,14.1,1.9,0.09,36,reviewed,us,us
2021-09-03T07:49:43.503Z,-59.9264,-26.7559,6.64,5.6,mww,,54,14.694,0.53,us,us7000f7dp,2021-09-22T05:47:17.313Z,"South Sandwich Islands region",earthquake,10.2,4,0.08,15,reviewed,us,us
2021-09-03T05:40:10.366Z,-24.4598,-116.0568,10,4.8,mb,,70,12.772,0.45,us,us7000f7cy,2021-09-16T06:45:12.451Z,"southern East Pacific Rise",earthquake,12.8,1.9,0.095,34,reviewed,us,us
2021-09-03T05:34:17.334Z,-24.1702,-115.9004,10,4.8,mb,,84,12.945,0.42,us,us7000f9yk,2021-09-16T06:19:02.040Z,"southern East Pacific Rise",earthquake,15.4,1.9,0.116,23,reviewed,us,us
2021-09-03T05:22:58.234Z,-24.2996,-115.9595,10,5.4,mww,,52,6.537,0.39,us,us7000f7cc,2021-09-16T06:10:15.165Z,"southern East Pacific Rise",earthquake,11.2,1.9,0.083,14,reviewed,us,us
2021-09-03T05:06:21.573Z,-14.3421,-76.4744,9.54,5,mww,,144,2.367,0.7,us,us7000f7c2,2021-09-27T21:22:41.096Z,"57 km SSW of Paracas, Peru",earthquake,8.6,4.4,0.065,23,reviewed,us,us
2021-09-03T03:55:45.623Z,53.5404,-163.6037,13.94,4.5,mwr,,122,1.099,0.94,us,us7000f7bp,2021-10-01T04:42:51.876Z,"146 km S of False Pass, Alaska",earthquake,4.6,4.5,0.046,45,reviewed,us,us
2021-09-03T03:34:50.084Z,42.2827,46.033,10,4.8,mb,,45,2.344,1,us,us7000f7bl,2021-10-01T04:16:32.334Z,"17 km SW of Aknada, Russia",earthquake,6.5,1.8,0.055,106,reviewed,us,us
2021-09-03T00:56:41.781Z,-59.4114,-25.7668,10,4.6,mb,,75,7.802,0.97,us,us7000f7b2,2021-09-26T03:09:26.040Z,"South Sandwich Islands region",earthquake,7.8,1.9,0.08,47,reviewed,us,us
2021-09-03T00:06:15.873Z,-58.8329,-25.7297,34.83,5.5,mww,,32,7.487,1.09,us,us7000f7a5,2021-09-26T02:12:52.018Z,"South Sandwich Islands region",earthquake,8.6,3.1,0.078,16,reviewed,us,us
2021-09-02T23:20:19.727Z,-30.0746,-176.9655,10,5.2,mb,,44,1.16,0.77,us,us7000f79x,2021-09-24T05:02:22.040Z,"Kermadec Islands region",earthquake,10.1,1.8,0.045,160,reviewed,us,us
2021-09-02T22:12:48.704Z,-58.9281,-25.2713,19.1,4.7,mb,,89,7.739,0.52,us,us7000f9s2,2021-09-25T01:14:02.040Z,"South Sandwich Islands region",earthquake,8.2,4.7,0.09,38,reviewed,us,us
2021-09-02T20:54:54.815Z,-30.08,-176.8954,10,4.8,mb,,85,1.208,0.79,us,us7000f9rz,2021-09-15T15:56:46.040Z,"Kermadec Islands region",earthquake,6,1.8,0.103,33,reviewed,us,us
2021-09-02T20:26:16.202Z,50.4567,150.5391,441.46,5.3,mww,,57,5.176,0.76,us,us7000f77w,2021-09-16T13:15:36.040Z,"northwest of the Kuril Islands",earthquake,6.2,4.2,0.073,18,reviewed,us,us
2021-09-02T19:55:05.079Z,29.1912,142.5831,10,4.6,mb,,190,2.117,0.79,us,us7000f77v,2021-09-17T16:42:27.040Z,"Izu Islands, Japan region",earthquake,10,2,0.151,13,reviewed,us,us
2021-09-02T19:24:51.873Z,-37.1149,178.3824,43.23,4.5,mb,,135,0.45,0.99,us,us7000f9ry,2021-09-15T15:37:07.040Z,"138 km NE of Opotiki, New Zealand",earthquake,10,8.3,0.144,14,reviewed,us,us
2021-09-02T18:29:11.291Z,-60.3341,-27.1656,10,4.5,mb,,216,8.67,0.72,us,us7000f9s4,2021-09-29T22:35:42.040Z,"South Sandwich Islands region",earthquake,14.3,2,0.11,24,reviewed,us,us
2021-09-02T17:58:55.316Z,-60.376,-48.557,10,4.7,mb,,61,1.922,0.96,us,us7000f76e,2021-09-17T16:00:38.040Z,"Scotia Sea",earthquake,7.2,1.8,0.099,31,reviewed,us,us
2021-09-02T16:58:07.668Z,-5.6133,150.9903,100.24,4.5,mb,,74,1.833,1.05,us,us7000f9rx,2021-09-28T17:17:04.040Z,"94 km E of Kimbe, Papua New Guinea",earthquake,7.2,7.4,0.085,46,reviewed,us,us
2021-09-02T15:25:06.260Z,-32.1074,-72.8564,10,4.8,mb,,108,1.369,0.91,us,us7000f75l,2021-09-28T15:29:16.040Z,"154 km NW of Valparaíso, Chile",earthquake,4.8,1.9,0.135,17,reviewed,us,us
2021-09-02T14:17:55.440Z,41.8403,-29.3719,10,4.7,mb,,140,5.034,0.98,us,us7000f741,2021-09-26T16:41:41.040Z,"Azores Islands region",earthquake,6,1.9,0.096,33,reviewed,us,us
